Year,Month,Monthly_Anomaly,Monthly_Unc,Annual_Anomaly,Annual_Unc,FiveYear_Anomaly,FiveYear_Unc,TenYear_Anomaly,TenYear_Unc,TwentyYear_Anomaly,TwentyYear_Unc
1875,6,-0.365,0.332,-0.262,0.225,-0.24,0.184,-0.209,0.173,-0.236,0.159
1875,7,-0.246,0.293,-0.27,0.203,-0.234,0.184,-0.211,0.173,-0.238,0.159
1875,8,-0.198,0.363,-0.281,0.207,-0.228,0.183,-0.21,0.174,-0.24,0.159
1875,9,-0.09,0.41,-0.254,0.215,-0.219,0.184,-0.209,0.177,-0.241,0.16
1875,10,-0.042,0.235,-0.251,0.225,-0.209,0.183,-0.207,0.179,-0.241,0.161
1875,11,-0.256,0.325,-0.27,0.249,-0.206,0.186,-0.204,0.181,-0.241,0.161
1875,12,-0.447,0.401,-0.272,0.258,-0.199,0.19,-0.201,0.181,-0.242,0.16
1876,1,-0.356,0.358,-0.266,0.26,-0.194,0.193,-0.2,0.179,-0.243,0.16
1876,2,-0.323,0.432,-0.272,0.256,-0.191,0.191,-0.197,0.18,-0.243,0.16
1876,3,-0.182,0.526,-0.294,0.26,-0.185,0.193,-0.197,0.182,-0.244,0.16
1876,4,-0.294,0.372,-0.305,0.269,-0.18,0.19,-0.195,0.182,-0.244,0.16
1876,5,-0.445,0.336,-0.31,0.275,-0.176,0.186,-0.195,0.182,-0.243,0.16
1876,6,-0.385,0.417,-0.295,0.271,-0.173,0.189,-0.196,0.183,-0.244,0.16
1876,7,-0.179,0.377,-0.275,0.288,-0.167,0.188,-0.196,0.183,-0.246,0.16
1876,8,-0.259,0.179,-0.246,0.277,-0.162,0.19,-0.196,0.183,-0.247,0.16
1876,9,-0.362,0.404,-0.23,0.259,-0.155,0.191,-0.195,0.184,-0.247,0.159
1876,10,-0.173,0.346,-0.21,0.249,-0.149,0.195,-0.195,0.185,-0.248,0.16
1876,11,-0.311,0.361,-0.167,0.25,-0.145,0.196,-0.196,0.187,-0.25,0.161
1876,12,-0.276,0.368,-0.141,0.233,-0.14,0.201,-0.197,0.185,-0.251,0.16
1877,1,-0.113,0.297,-0.126,0.217,-0.138,0.204,-0.196,0.184,-0.252,0.16
1877,2,0.021,0.455,-0.107,0.217,-0.138,0.204,-0.196,0.183,-0.253,0.158
1877,3,0.016,0.332,-0.075,0.208,-0.141,0.204,-0.195,0.185,-0.254,0.159
1877,4,-0.048,0.353,-0.057,0.201,-0.135,0.202,-0.194,0.186,-0.253,0.159
1877,5,0.067,0.264,-0.03,0.194,-0.133,0.2,-0.195,0.186,-0.254,0.158
1877,6,-0.078,0.454,0.001,0.176,-0.137,0.2,-0.196,0.188,-0.255,0.157
1877,7,-0.002,0.218,0.016,0.177,-0.139,0.198,-0.197,0.189,-0.255,0.156
1877,8,-0.031,0.193,0.029,0.159,-0.142,0.197,-0.198,0.189,-0.255,0.156
1877,9,0.026,0.357,0.058,0.166,-0.138,0.194,-0.2,0.188,-0.257,0.157
1877,10,0.04,0.312,0.085,0.159,-0.137,0.193,-0.199,0.187,-0.257,0.158
1877,11,0.021,0.304,0.08,0.162,-0.135,0.199,-0.197,0.186,-0.258,0.158
1877,12,0.089,0.24,0.093,0.176,-0.132,0.199,-0.197,0.186,-0.257,0.157
1878,1,0.075,0.311,0.107,0.179,-0.133,0.198,-0.197,0.188,-0.258,0.156
1878,2,0.171,0.378,0.111,0.179,-0.131,0.198,-0.198,0.187,-0.258,0.155
1878,3,0.368,0.363,0.11,0.18,-0.134,0.199,-0.198,0.188,-0.259,0.155
1878,4,0.272,0.31,0.1,0.165,-0.137,0.201,-0.197,0.187,-0.26,0.155
1878,5,0.006,0.364,0.094,0.163,-0.135,0.202,-0.197,0.188,-0.261,0.155
1878,6,0.08,0.352,0.084,0.177,-0.129,0.2,-0.195,0.189,-0.262,0.155
1878,7,0.17,0.376,0.081,0.186,-0.127,0.2,-0.197,0.189,-0.263,0.156
1878,8,0.013,0.188,0.056,0.201,-0.121,0.199,-0.2,0.188,-0.264,0.156
1878,9,0.01,0.281,0.02,0.213,-0.122,0.197,-0.199,0.187,-0.265,0.156
1878,10,-0.073,0.178,-0.013,0.225,-0.118,0.194,-0.199,0.186,-0.265,0.156
1878,11,-0.048,0.251,-0.028,0.236,-0.109,0.195,-0.2,0.184,-0.265,0.154
1878,12,-0.033,0.355,-0.056,0.238,-0.106,0.195,-0.202,0.184,-0.265,0.153
1879,1,0.037,0.316,-0.091,0.233,-0.106,0.196,-0.202,0.182,-0.265,0.153
1879,2,-0.127,0.384,-0.118,0.243,-0.105,0.198,-0.199,0.182,-0.264,0.152
1879,3,-0.069,0.384,-0.149,0.24,-0.104,0.196,-0.199,0.181,-0.262,0.153
1879,4,-0.126,0.492,-0.155,0.257,-0.105,0.196,-0.198,0.18,-0.261,0.154
1879,5,-0.171,0.415,-0.169,0.259,-0.106,0.197,-0.198,0.179,-0.261,0.154
1879,6,-0.251,0.366,-0.212,0.25,-0.106,0.193,-0.196,0.18,-0.261,0.154
1879,7,-0.257,0.281,-0.248,0.252,-0.106,0.194,-0.198,0.181,-0.26,0.154
1879,8,-0.31,0.248,-0.268,0.24,-0.109,0.193,-0.199,0.181,-0.26,0.154
1879,9,-0.361,0.285,-0.283,0.214,-0.113,0.196,-0.202,0.181,-0.26,0.154
1879,10,-0.145,0.206,-0.294,0.198,-0.115,0.196,-0.201,0.181,-0.259,0.154
1879,11,-0.218,0.281,-0.287,0.194,-0.12,0.195,-0.203,0.181,-0.261,0.154
1879,12,-0.547,0.249,-0.284,0.183,-0.123,0.196,-0.203,0.18,-0.26,0.154
1880,1,-0.391,0.388,-0.287,0.185,-0.127,0.2,-0.205,0.178,-0.26,0.152
1880,2,-0.367,0.283,-0.268,0.185,-0.131,0.2,-0.208,0.176,-0.26,0.152
1880,3,-0.252,0.256,-0.26,0.19,-0.136,0.199,-0.208,0.177,-0.261,0.152
1880,4,-0.262,0.303,-0.266,0.207,-0.142,0.196,-0.208,0.177,-0.262,0.153
1880,5,-0.084,0.34,-0.263,0.217,-0.146,0.194,-0.21,0.179,-0.263,0.154
1880,6,-0.207,0.279,-0.221,0.218,-0.154,0.195,-0.212,0.179,-0.264,0.154
1880,7,-0.303,0.268,-0.208,0.204,-0.161,0.197,-0.214,0.18,-0.265,0.154
1880,8,-0.074,0.248,-0.177,0.222,-0.168,0.196,-0.216,0.18,-0.267,0.153
1880,9,-0.274,0.335,-0.176,0.24,-0.177,0.198,-0.218,0.181,-0.267,0.154
1880,10,-0.216,0.395,-0.156,0.247,-0.185,0.197,-0.22,0.181,-0.267,0.154
1880,11,-0.174,0.427,-0.144,0.255,-0.188,0.198,-0.22,0.182,-0.267,0.154
1880,12,-0.052,0.429,-0.144,0.262,-0.191,0.196,-0.218,0.181,-0.267,0.154
1881,1,-0.225,0.253,-0.133,0.261,-0.2,0.194,-0.22,0.182,-0.267,0.153
1881,2,0.005,0.374,-0.141,0.261,-0.208,0.194,-0.22,0.18,-0.269,0.152
1881,3,-0.249,0.457,-0.144,0.25,-0.213,0.191,-0.222,0.178,-0.269,0.152
1881,4,-0.016,0.328,-0.145,0.244,-0.219,0.193,-0.222,0.176,-0.269,0.151
1881,5,0.053,0.422,-0.164,0.252,-0.224,0.193,-0.22,0.177,-0.27,0.15
1881,6,-0.198,0.345,-0.182,0.257,-0.231,0.191,-0.222,0.175,-0.27,0.149
1881,7,-0.173,0.327,-0.171,0.269,-0.237,0.191,-0.223,0.174,-0.271,0.148
1881,8,-0.175,0.271,-0.186,0.261,-0.237,0.188,-0.224,0.174,-0.272,0.148
1881,9,-0.313,0.233,-0.184,0.266,-0.242,0.186,-0.225,0.171,-0.272,0.148
1881,10,-0.219,0.368,-0.199,0.276,-0.247,0.182,-0.227,0.17,-0.272,0.148
1881,11,-0.406,0.47,-0.219,0.269,-0.252,0.18,-0.229,0.169,-0.273,0.148
1881,12,-0.265,0.363,-0.226,0.26,-0.253,0.177,-0.23,0.167,-0.273,0.147
1882,1,-0.096,0.281,-0.233,0.257,-0.257,0.176,-0.236,0.166,-0.273,0.145
1882,2,-0.169,0.252,-0.241,0.247,-0.26,0.176,-0.241,0.165,-0.273,0.145
1882,3,-0.233,0.546,-0.238,0.236,-0.263,0.174,-0.245,0.166,-0.274,0.145
1882,4,-0.189,0.36,-0.244,0.209,-0.268,0.175,-0.248,0.166,-0.274,0.144
1882,5,-0.188,0.33,-0.23,0.175,-0.273,0.176,-0.253,0.165,-0.276,0.145
1882,6,-0.281,0.292,-0.24,0.179,-0.27,0.172,-0.256,0.165,-0.276,0.145
1882,7,-0.266,0.368,-0.258,0.178,-0.271,0.169,-0.259,0.166,-0.278,0.145
1882,8,-0.263,0.175,-0.268,0.167,-0.274,0.169,-0.263,0.166,-0.28,0.145
1882,9,-0.279,0.226,-0.259,0.153,-0.278,0.172,-0.268,0.166,-0.281,0.144
1882,10,-0.289,0.253,-0.26,0.146,-0.28,0.175,-0.271,0.167,-0.281,0.144
1882,11,-0.245,0.269,-0.262,0.151,-0.286,0.174,-0.275,0.166,-0.282,0.144
1882,12,-0.377,0.257,-0.248,0.148,-0.292,0.174,-0.278,0.167,-0.283,0.143
1883,1,-0.318,0.289,-0.253,0.138,-0.295,0.175,-0.283,0.166,-0.285,0.143
1883,2,-0.283,0.291,-0.273,0.134,-0.301,0.175,-0.288,0.166,-0.286,0.142
1883,3,-0.135,0.339,-0.275,0.135,-0.302,0.173,-0.295,0.165,-0.287,0.142
1883,4,-0.2,0.309,-0.284,0.144,-0.303,0.17,-0.3,0.164,-0.287,0.141
1883,5,-0.209,0.31,-0.294,0.163,-0.305,0.171,-0.303,0.164,-0.288,0.141
1883,6,-0.107,0.242,-0.298,0.161,-0.308,0.172,-0.305,0.164,-0.288,0.141
1883,7,-0.329,0.282,-0.301,0.153,-0.312,0.173,-0.309,0.163,-0.289,0.141
1883,8,-0.502,0.144,-0.289,0.163,-0.319,0.172,-0.312,0.164,-0.29,0.141
1883,9,-0.306,0.213,-0.308,0.15,-0.322,0.169,-0.314,0.162,-0.29,0.141
1883,10,-0.398,0.205,-0.328,0.13,-0.326,0.17,-0.314,0.162,-0.289,0.14
1883,11,-0.363,0.236,-0.346,0.123,-0.332,0.169,-0.315,0.162,-0.29,0.139
1883,12,-0.428,0.27,-0.364,0.125,-0.337,0.166,-0.316,0.161,-0.29,0.139
1884,1,-0.354,0.249,-0.378,0.123,-0.34,0.165,-0.317,0.161,-0.291,0.138
1884,2,-0.134,0.245,-0.379,0.128,-0.344,0.164,-0.315,0.16,-0.291,0.137
1884,3,-0.37,0.23,-0.399,0.125,-0.347,0.159,-0.313,0.159,-0.291,0.136
1884,4,-0.434,0.257,-0.399,0.135,-0.35,0.157,-0.312,0.158,-0.291,0.136
1884,5,-0.428,0.203,-0.412,0.138,-0.353,0.152,-0.311,0.157,-0.29,0.136
1884,6,-0.323,0.273,-0.408,0.118,-0.355,0.151,-0.311,0.156,-0.29,0.136
1884,7,-0.491,0.254,-0.416,0.108,-0.365,0.15,-0.31,0.156,-0.289,0.136
1884,8,-0.514,0.243,-0.451,0.11,-0.373,0.148,-0.31,0.156,-0.289,0.136
1884,9,-0.554,0.263,-0.459,0.13,-0.377,0.148,-0.31,0.156,-0.29,0.136
1884,10,-0.393,0.276,-0.456,0.156,-0.38,0.147,-0.312,0.156,-0.289,0.136
1884,11,-0.517,0.273,-0.456,0.162,-0.386,0.146,-0.313,0.156,-0.289,0.136
1884,12,-0.39,0.211,-0.481,0.169,-0.389,0.146,-0.311,0.156,-0.29,0.136
1885,1,-0.45,0.18,-0.477,0.189,-0.391,0.144,-0.311,0.154,-0.29,0.135
1885,2,-0.544,0.412,-0.472,0.189,-0.395,0.146,-0.311,0.155,-0.292,0.135
1885,3,-0.476,0.469,-0.454,0.205,-0.399,0.148,-0.312,0.155,-0.291,0.135
1885,4,-0.398,0.344,-0.441,0.204,-0.4,0.152,-0.313,0.157,-0.291,0.134
1885,5,-0.425,0.36,-0.425,0.218,-0.403,0.156,-0.316,0.157,-0.291,0.135
1885,6,-0.622,0.243,-0.413,0.232,-0.402,0.158,-0.318,0.158,-0.29,0.135
1885,7,-0.441,0.395,-0.415,0.243,-0.404,0.157,-0.32,0.157,-0.29,0.134
1885,8,-0.45,0.245,-0.401,0.25,-0.408,0.158,-0.323,0.155,-0.291,0.134
1885,9,-0.349,0.341,-0.398,0.242,-0.413,0.156,-0.325,0.154,-0.291,0.133
1885,10,-0.234,0.284,-0.386,0.232,-0.415,0.157,-0.326,0.151,-0.292,0.134
1885,11,-0.325,0.348,-0.375,0.222,-0.417,0.157,-0.33,0.15,-0.292,0.133
1885,12,-0.242,0.3,-0.367,0.213,-0.419,0.155,-0.333,0.15,-0.291,0.133
1886,1,-0.48,0.347,-0.362,0.197,-0.419,0.154,-0.334,0.151,-0.291,0.133
1886,2,-0.368,0.332,-0.357,0.193,-0.415,0.154,-0.34,0.148,-0.291,0.132
1886,3,-0.441,0.354,-0.368,0.175,-0.415,0.152,-0.34,0.146,-0.291,0.131
1886,4,-0.252,0.242,-0.383,0.176,-0.41,0.15,-0.342,0.145,-0.291,0.13
1886,5,-0.295,0.321,-0.401,0.171,-0.406,0.15,-0.345,0.144,-0.29,0.13
1886,6,-0.531,0.306,-0.415,0.172,-0.401,0.149,-0.345,0.141,-0.289,0.129
1886,7,-0.371,0.25,-0.435,0.177,-0.396,0.15,-0.347,0.14,-0.289,0.128
1886,8,-0.397,0.184,-0.458,0.184,-0.393,0.151,-0.349,0.14,-0.288,0.128
1886,9,-0.473,0.173,-0.461,0.195,-0.384,0.151,-0.349,0.14,-0.287,0.127
1886,10,-0.423,0.226,-0.471,0.204,-0.376,0.156,-0.35,0.138,-0.287,0.127
1886,11,-0.542,0.29,-0.49,0.203,-0.37,0.154,-0.35,0.136,-0.286,0.126
1886,12,-0.407,0.412,-0.484,0.204,-0.368,0.155,-0.349,0.134,-0.286,0.126
1887,1,-0.724,0.406,-0.484,0.198,-0.364,0.156,-0.35,0.133,-0.286,0.125
1887,2,-0.643,0.417,-0.493,0.204,-0.361,0.156,-0.351,0.133,-0.287,0.125
1887,3,-0.477,0.492,-0.499,0.22,-0.358,0.159,-0.352,0.131,-0.287,0.125
1887,4,-0.365,0.271,-0.494,0.227,-0.355,0.16,-0.354,0.13,-0.288,0.124
1887,5,-0.527,0.269,-0.484,0.228,-0.354,0.161,-0.356,0.13,-0.288,0.124
1887,6,-0.455,0.263,-0.478,0.227,-0.352,0.164,-0.357,0.129,-0.288,0.124
1887,7,-0.371,0.275,-0.454,0.221,-0.351,0.163,-0.359,0.129,-0.289,0.124
1887,8,-0.508,0.244,-0.44,0.207,-0.348,0.163,-0.361,0.128,-0.289,0.124
1887,9,-0.552,0.192,-0.436,0.188,-0.347,0.162,-0.362,0.127,-0.29,0.123
1887,10,-0.362,0.326,-0.436,0.192,-0.347,0.161,-0.364,0.129,-0.29,0.124
1887,11,-0.412,0.299,-0.42,0.189,-0.346,0.161,-0.367,0.131,-0.292,0.124
1887,12,-0.338,0.4,-0.397,0.179,-0.343,0.162,-0.369,0.131,-0.293,0.124
1888,1,-0.436,0.316,-0.395,0.18,-0.345,0.157,-0.372,0.129,-0.294,0.123
1888,2,-0.479,0.32,-0.375,0.167,-0.345,0.156,-0.375,0.129,-0.296,0.123
1888,3,-0.422,0.322,-0.353,0.159,-0.348,0.157,-0.376,0.128,-0.3,0.122
1888,4,-0.367,0.342,-0.332,0.139,-0.35,0.155,-0.378,0.128,-0.302,0.122
1888,5,-0.341,0.293,-0.309,0.137,-0.354,0.153,-0.379,0.126,-0.304,0.122
1888,6,-0.17,0.263,-0.289,0.132,-0.357,0.153,-0.382,0.126,-0.305,0.121
1888,7,-0.351,0.198,-0.259,0.151,-0.356,0.153,-0.381,0.126,-0.307,0.121
1888,8,-0.272,0.242,-0.214,0.163,-0.361,0.148,-0.38,0.125,-0.308,0.121
1888,9,-0.285,0.299,-0.166,0.175,-0.358,0.145,-0.38,0.126,-0.309,0.12
1888,10,-0.109,0.274,-0.132,0.167,-0.359,0.143,-0.379,0.125,-0.311,0.12
1888,11,-0.14,0.291,-0.107,0.155,-0.358,0.141,-0.379,0.126,-0.312,0.12
1888,12,-0.094,0.211,-0.112,0.153,-0.353,0.138,-0.379,0.124,-0.314,0.12
1889,1,-0.082,0.394,-0.103,0.145,-0.354,0.138,-0.381,0.125,-0.315,0.12
1889,2,0.067,0.348,-0.107,0.139,-0.354,0.139,-0.383,0.123,-0.316,0.12
1889,3,0.148,0.298,-0.113,0.143,-0.351,0.141,-0.383,0.123,-0.317,0.119
1889,4,0.049,0.187,-0.127,0.15,-0.349,0.139,-0.383,0.125,-0.318,0.119
1889,5,-0.051,0.248,-0.151,0.153,-0.347,0.139,-0.382,0.126,-0.318,0.119
1889,6,-0.23,0.2,-0.163,0.167,-0.344,0.135,-0.383,0.128,-0.318,0.118
1889,7,-0.235,0.305,-0.192,0.152,-0.335,0.131,-0.381,0.128,-0.318,0.117
1889,8,-0.325,0.189,-0.225,0.15,-0.328,0.13,-0.379,0.128,-0.317,0.116
1889,9,-0.361,0.323,-0.275,0.161,-0.326,0.126,-0.377,0.13,-0.316,0.116
1889,10,-0.27,0.267,-0.31,0.17,-0.327,0.123,-0.377,0.13,-0.316,0.116
1889,11,-0.427,0.233,-0.338,0.187,-0.326,0.122,-0.376,0.132,-0.315,0.116
1889,12,-0.246,0.307,-0.357,0.2,-0.326,0.121,-0.376,0.132,-0.314,0.116
1890,1,-0.422,0.268,-0.38,0.189,-0.328,0.122,-0.376,0.131,-0.314,0.115
1890,2,-0.329,0.3,-0.395,0.184,-0.327,0.117,-0.375,0.131,-0.312,0.116
1890,3,-0.457,0.416,-0.408,0.177,-0.325,0.115,-0.374,0.13,-0.311,0.116
1890,4,-0.367,0.309,-0.413,0.172,-0.327,0.113,-0.373,0.129,-0.31,0.117
1890,5,-0.391,0.273,-0.427,0.159,-0.332,0.112,-0.372,0.127,-0.311,0.117
1890,6,-0.453,0.332,-0.442,0.153,-0.335,0.111,-0.369,0.126,-0.31,0.117
1890,7,-0.51,0.264,-0.44,0.163,-0.34,0.108,-0.367,0.124,-0.309,0.117
1890,8,-0.505,0.21,-0.467,0.151,-0.342,0.108,-0.365,0.123,-0.31,0.116
1890,9,-0.512,0.171,-0.451,0.143,-0.34,0.107,-0.365,0.124,-0.309,0.115
1890,10,-0.338,0.254,-0.448,0.136,-0.341,0.105,-0.365,0.123,-0.308,0.115
1890,11,-0.596,0.302,-0.435,0.123,-0.341,0.103,-0.364,0.122,-0.309,0.113
1890,12,-0.42,0.206,-0.415,0.098,-0.345,0.105,-0.364,0.122,-0.309,0.114
1891,1,-0.403,0.295,-0.409,0.102,-0.342,0.105,-0.362,0.121,-0.309,0.114
1891,2,-0.655,0.304,-0.399,0.11,-0.344,0.104,-0.361,0.12,-0.31,0.113
1891,3,-0.257,0.251,-0.38,0.115,-0.346,0.106,-0.36,0.119,-0.309,0.112
1891,4,-0.332,0.218,-0.378,0.113,-0.349,0.107,-0.36,0.119,-0.309,0.113
1891,5,-0.234,0.22,-0.363,0.115,-0.353,0.107,-0.36,0.118,-0.31,0.114
1891,6,-0.216,0.319,-0.348,0.113,-0.357,0.106,-0.356,0.118,-0.309,0.114
1891,7,-0.439,0.283,-0.331,0.11,-0.365,0.105,-0.354,0.118,-0.309,0.114
1891,8,-0.391,0.23,-0.294,0.123,-0.374,0.1,-0.351,0.118,-0.309,0.114
1891,9,-0.282,0.313,-0.303,0.126,-0.382,0.101,-0.349,0.119,-0.309,0.114
1891,10,-0.308,0.17,-0.312,0.117,-0.39,0.101,-0.346,0.118,-0.31,0.113
1891,11,-0.426,0.312,-0.327,0.12,-0.395,0.106,-0.344,0.118,-0.309,0.112
1891,12,-0.239,0.132,-0.347,0.136,-0.399,0.109,-0.341,0.117,-0.309,0.111
1892,1,-0.199,0.199,-0.354,0.131,-0.399,0.11,-0.336,0.115,-0.31,0.111
1892,2,-0.208,0.29,-0.36,0.118,-0.397,0.109,-0.333,0.114,-0.31,0.11
1892,3,-0.366,0.26,-0.373,0.104,-0.397,0.107,-0.33,0.111,-0.31,0.109
1892,4,-0.438,0.141,-0.388,0.107,-0.399,0.108,-0.327,0.111,-0.311,0.109
1892,5,-0.413,0.204,-0.408,0.103,-0.398,0.109,-0.323,0.111,-0.311,0.11
1892,6,-0.462,0.34,-0.434,0.108,-0.401,0.107,-0.321,0.11,-0.311,0.11
1892,7,-0.519,0.374,-0.479,0.113,-0.401,0.105,-0.318,0.11,-0.311,0.11
1892,8,-0.466,0.211,-0.509,0.105,-0.403,0.107,-0.314,0.109,-0.312,0.11
1892,9,-0.428,0.203,-0.505,0.11,-0.401,0.105,-0.311,0.109,-0.312,0.11
1892,10,-0.492,0.179,-0.502,0.119,-0.4,0.105,-0.31,0.108,-0.313,0.11
1892,11,-0.669,0.232,-0.499,0.125,-0.398,0.102,-0.309,0.108,-0.314,0.111
1892,12,-0.541,0.284,-0.492,0.114,-0.394,0.098,-0.308,0.107,-0.315,0.112
1893,1,-0.75,0.199,-0.466,0.101,-0.389,0.1,-0.306,0.106,-0.314,0.112
1893,2,-0.558,0.235,-0.46,0.11,-0.385,0.101,-0.305,0.105,-0.314,0.112
1893,3,-0.328,0.188,-0.456,0.122,-0.382,0.101,-0.305,0.105,-0.315,0.112
1893,4,-0.399,0.221,-0.437,0.127,-0.38,0.102,-0.305,0.104,-0.316,0.112
1893,5,-0.372,0.241,-0.413,0.12,-0.374,0.1,-0.305,0.102,-0.317,0.111
1893,6,-0.38,0.222,-0.4,0.111,-0.371,0.1,-0.305,0.103,-0.318,0.111
1893,7,-0.212,0.291,-0.383,0.136,-0.368,0.099,-0.304,0.103,-0.319,0.111
1893,8,-0.392,0.174,-0.374,0.13,-0.362,0.099,-0.305,0.102,-0.319,0.111
1893,9,-0.376,0.226,-0.378,0.138,-0.362,0.101,-0.305,0.102,-0.32,0.111
1893,10,-0.272,0.181,-0.376,0.145,-0.362,0.102,-0.307,0.102,-0.321,0.111
1893,11,-0.373,0.185,-0.376,0.154,-0.361,0.104,-0.309,0.102,-0.322,0.112
1893,12,-0.385,0.211,-0.382,0.159,-0.36,0.106,-0.313,0.103,-0.323,0.112
1894,1,-0.554,0.337,-0.385,0.159,-0.354,0.106,-0.314,0.103,-0.324,0.112
1894,2,-0.449,0.186,-0.37,0.159,-0.349,0.105,-0.318,0.102,-0.326,0.112
1894,3,-0.368,0.278,-0.371,0.152,-0.347,0.105,-0.321,0.101,-0.327,0.113
1894,4,-0.378,0.262,-0.379,0.156,-0.344,0.106,-0.324,0.102,-0.327,0.113
1894,5,-0.371,0.321,-0.378,0.166,-0.34,0.106,-0.325,0.104,-0.327,0.114
1894,6,-0.456,0.219,-0.382,0.177,-0.338,0.109,-0.326,0.104,-0.328,0.114
1894,7,-0.246,0.227,-0.368,0.159,-0.337,0.111,-0.326,0.103,-0.328,0.114
1894,8,-0.212,0.246,-0.372,0.173,-0.337,0.11,-0.324,0.102,-0.328,0.114
1894,9,-0.383,0.214,-0.369,0.165,-0.333,0.11,-0.322,0.101,-0.328,0.115
1894,10,-0.37,0.22,-0.361,0.161,-0.327,0.112,-0.321,0.1,-0.328,0.115
1894,11,-0.361,0.318,-0.352,0.141,-0.321,0.115,-0.317,0.1,-0.327,0.115
1894,12,-0.437,0.209,-0.335,0.122,-0.316,0.114,-0.317,0.099,-0.328,0.116
1895,1,-0.391,0.167,-0.332,0.113,-0.308,0.114,-0.316,0.099,-0.328,0.115
1895,2,-0.495,0.263,-0.335,0.118,-0.302,0.116,-0.313,0.099,-0.328,0.115
1895,3,-0.322,0.249,-0.329,0.115,-0.297,0.117,-0.309,0.099,-0.328,0.115
1895,4,-0.282,0.223,-0.319,0.112,-0.292,0.119,-0.307,0.1,-0.328,0.114
1895,5,-0.265,0.186,-0.306,0.099,-0.286,0.118,-0.305,0.101,-0.328,0.115
1895,6,-0.256,0.249,-0.293,0.098,-0.281,0.117,-0.302,0.102,-0.326,0.114
1895,7,-0.212,0.167,-0.277,0.104,-0.271,0.119,-0.299,0.103,-0.325,0.114
1895,8,-0.242,0.284,-0.259,0.096,-0.268,0.117,-0.296,0.104,-0.325,0.114
1895,9,-0.316,0.11,-0.256,0.098,-0.27,0.117,-0.293,0.104,-0.325,0.115
1895,10,-0.249,0.192,-0.258,0.108,-0.269,0.116,-0.29,0.106,-0.325,0.115
1895,11,-0.209,0.182,-0.254,0.12,-0.269,0.115,-0.287,0.105,-0.325,0.115
1895,12,-0.282,0.17,-0.242,0.126,-0.266,0.114,-0.285,0.105,-0.325,0.116
1896,1,-0.191,0.186,-0.233,0.127,-0.266,0.114,-0.284,0.105,-0.325,0.116
1896,2,-0.278,0.241,-0.218,0.123,-0.265,0.114,-0.28,0.105,-0.324,0.116
1896,3,-0.293,0.245,-0.208,0.127,-0.264,0.112,-0.278,0.107,-0.323,0.115
1896,4,-0.305,0.372,-0.196,0.125,-0.266,0.11,-0.276,0.109,-0.322,0.115
1896,5,-0.216,0.262,-0.197,0.142,-0.266,0.111,-0.274,0.111,-0.323,0.115
1896,6,-0.106,0.176,-0.181,0.151,-0.268,0.114,-0.274,0.114,-0.321,0.115
1896,7,-0.109,0.209,-0.175,0.159,-0.263,0.114,-0.271,0.114,-0.32,0.115
1896,8,-0.06,0.248,-0.171,0.155,-0.261,0.117,-0.27,0.115,-0.319,0.115
1896,9,-0.203,0.149,-0.158,0.157,-0.26,0.115,-0.27,0.115,-0.319,0.116
1896,10,-0.103,0.202,-0.139,0.154,-0.258,0.115,-0.27,0.116,-0.318,0.115
1896,11,-0.218,0.302,-0.127,0.155,-0.256,0.113,-0.269,0.116,-0.317,0.115
1896,12,-0.091,0.253,-0.128,0.153,-0.253,0.113,-0.269,0.117,-0.317,0.115
1897,1,-0.119,0.231,-0.123,0.155,-0.253,0.11,-0.27,0.118,-0.316,0.115
1897,2,-0.233,0.219,-0.125,0.149,-0.251,0.111,-0.269,0.118,-0.315,0.114
1897,3,-0.135,0.217,-0.123,0.151,-0.247,0.111,-0.269,0.118,-0.315,0.114
1897,4,-0.068,0.346,-0.129,0.157,-0.243,0.109,-0.268,0.12,-0.315,0.114
1897,5,-0.077,0.255,-0.134,0.15,-0.237,0.107,-0.267,0.122,-0.315,0.114
1897,6,-0.121,0.149,-0.148,0.138,-0.233,0.106,-0.265,0.123,-0.315,0.114
1897,7,-0.053,0.207,-0.15,0.138,-0.232,0.107,-0.264,0.124,-0.315,0.114
1897,8,-0.08,0.195,-0.163,0.127,-0.222,0.106,-0.263,0.125,-0.315,0.114
1897,9,-0.175,0.21,-0.19,0.128,-0.218,0.108,-0.262,0.126,-0.314,0.114
1897,10,-0.175,0.252,-0.214,0.113,-0.215,0.113,-0.262,0.127,-0.314,0.113
1897,11,-0.278,0.163,-0.235,0.107,-0.213,0.117,-0.26,0.127,-0.315,0.114
1897,12,-0.263,0.262,-0.241,0.11,-0.21,0.122,-0.26,0.126,-0.315,0.113
1898,1,-0.145,0.238,-0.255,0.116,-0.209,0.121,-0.256,0.128,-0.316,0.113
1898,2,-0.392,0.135,-0.278,0.118,-0.208,0.12,-0.254,0.128,-0.315,0.113
1898,3,-0.452,0.24,-0.287,0.117,-0.204,0.121,-0.254,0.128,-0.316,0.114
1898,4,-0.353,0.276,-0.308,0.108,-0.2,0.121,-0.255,0.128,-0.317,0.115
1898,5,-0.335,0.275,-0.315,0.113,-0.201,0.121,-0.255,0.128,-0.317,0.115
1898,6,-0.191,0.103,-0.336,0.117,-0.198,0.122,-0.255,0.128,-0.318,0.115
1898,7,-0.221,0.288,-0.346,0.123,-0.2,0.123,-0.257,0.129,-0.318,0.115
